Ideal,Noisy,Data Path
"[-0.07834, -0.01888, 0.015440000000000004, -0.08906, -0.04504]","[-0.06492, -0.01892, -0.009439999999999995, -0.062119999999999995, -0.0334]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J44.pk
"[-0.009519999999999997, 0.0028800000000000023, -0.01378, -0.01646, -0.02778]","[-0.01432, -0.007399999999999999, -0.014360000000000001, -0.022, -0.02016]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J45.pk
"[-0.035320000000000004, -0.00238, -0.08502000000000001, -0.07496, -0.049460000000000004]","[-0.03812, -0.01532, -0.06832, -0.06684, -0.045840000000000006]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J46.pk
"[-0.018860000000000002, 0.008919999999999997, -0.03912, -0.002619999999999999, -0.004600000000000003]","[-0.01872, -0.004520000000000001, -0.027240000000000004, -0.007679999999999999, -0.0052000000000000015]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J47.pk
"[-0.034879999999999994, -0.048799999999999996, -0.04056, -0.009699999999999999, 0.0013999999999999976]","[-0.026039999999999997, -0.03748, -0.03276, -0.007519999999999999, -0.004240000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J48.pk
"[0.025340000000000022, -0.08442, -0.05124000000000001, 0.0007600000000000003, -0.12616]","[-0.018359999999999987, -0.04716, -0.05636, -0.0178, -0.09528]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J49.pk
"[0.7240600000000001, 0.7401400000000001, 0.68442, 0.75498, 0.74768]","[0.5363200000000001, 0.5336000000000001, 0.49912, 0.5502, 0.54752]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J00.pk
"[0.01074, 0.01124, 0.013400000000000002, 0.02436, -0.019860000000000003]","[0.00504, 0.0038000000000000004, 0.006240000000000001, 0.01764, -0.01768]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J01.pk
"[0.0133, -0.004960000000000001, -0.0018199999999999996, 0.01762, 0.0003000000000000025]","[0.00812, -0.009600000000000001, -0.0021599999999999996, 0.00776, -0.005159999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J02.pk
"[-0.0013800000000000002, 0.005820000000000001, -0.024279999999999996, 0.02366, -0.019499999999999997]","[-0.0060799999999999995, 0.001680000000000001, -0.02132, 0.008720000000000002, -0.01852]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J03.pk
"[-0.12424, -0.18684, -0.17639999999999997, -0.11764, -0.20289999999999997]","[-0.08512, -0.15308, -0.12755999999999998, -0.1086, -0.17115999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J04.pk
"[-0.006440000000000003, -0.08512, -0.17522000000000001, -0.030080000000000003, -0.14482]","[-0.010520000000000002, -0.06816, -0.14804, -0.0354, -0.10444]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J05.pk
"[-0.31710000000000005, -0.5424800000000001, -0.42936, -0.31304, -0.35596000000000005]","[-0.24388, -0.39008000000000004, -0.29064, -0.21952, -0.2544]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J06.pk
"[0.00676, 0.022719999999999997, -0.00868, -0.019260000000000003, -0.0037599999999999995]","[0.0022, 0.01, -0.01004, -0.01972, -0.00604]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J07.pk
"[0.0070799999999999995, 0.0007999999999999982, 0.0010799999999999972, -0.00784, -0.00013999999999999863]","[0.00112, -0.0024000000000000007, -0.0011200000000000016, -0.00968, -0.004679999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J08.pk
"[0.004400000000000001, -0.002080000000000001, -0.013700000000000002, -0.004399999999999999, 0.0012599999999999994]","[-0.0010799999999999998, -0.004360000000000001, -0.013120000000000001, -0.00844, -0.0025200000000000005]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J09.pk
"[-0.43226, -0.3998, -0.42008, -0.26375999999999994, -0.37954000000000004]","[-0.32532, -0.28556, -0.30372, -0.20223999999999998, -0.28672000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J10.pk
"[0.02676, -0.0207, 0.0124, 0.019119999999999998, -0.010020000000000001]","[0.01168, -0.0228, 0.0021200000000000004, 0.006320000000000001, -0.01116]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J11.pk
"[0.02624, 0.007780000000000001, 0.007399999999999999, 0.0129, 0.00164]","[0.013879999999999998, 0.0024000000000000002, -0.00344, 0.0038, -0.0062]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J12.pk
"[-0.04146, -0.06224000000000001, -0.02524, -0.06820000000000001, -0.015940000000000003]","[-0.0364, -0.05720000000000001, -0.022199999999999998, -0.05616, -0.01984]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J13.pk
"[-0.08901999999999997, -0.07092, 0.08376, -0.0072399999999999964, -0.12140000000000001]","[-0.08003999999999999, -0.05132, 0.05352, -0.004959999999999997, -0.1022]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J14.pk
"[-0.11834000000000001, -0.17800000000000002, -0.08182, -0.0035000000000000066, -0.022299999999999993]","[-0.10432000000000001, -0.13340000000000002, -0.06732, -0.022520000000000005, -0.017759999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J15.pk
"[-0.017340000000000005, 0.020040000000000002, 0.016579999999999998, 0.005320000000000002, 0.012199999999999999]","[-0.015440000000000004, 0.014360000000000001, 0.002439999999999999, 0.0012400000000000009, 0.0098]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J16.pk
"[0.01588, -0.025779999999999997, -0.018359999999999994, -0.01514, 0.0064399999999999995]","[0.0020799999999999994, -0.02616, -0.01852, -0.01152, 0.0022]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J17.pk
"[-0.018779999999999998, -0.01692, 0.010579999999999999, -0.004380000000000003, 0.021519999999999997]","[-0.01432, -0.01668, 0.004519999999999999, -0.008680000000000002, 0.01108]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J18.pk
"[-0.02836, -0.0003599999999999975, -0.01788, 0.04184, -0.04196]","[-0.01976, -0.010359999999999998, -0.0202, 0.03016, -0.04056]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J19.pk
"[0.0023999999999999976, 0.00906, 0.0018600000000000014, -0.011600000000000001, -0.028419999999999994]","[-0.0048400000000000006, 4.000000000000045e-05, -0.00584, -0.01644, -0.026119999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J20.pk
"[-0.14538, -0.16234, -0.15104, -0.07792, -0.11724]","[-0.10932, -0.12164000000000001, -0.10972, -0.052680000000000005, -0.08212]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J21.pk
"[0.0010199999999999983, 0.007159999999999998, -0.025240000000000005, -0.01704, 0.053500000000000006]","[-0.012, -0.005960000000000002, -0.018840000000000003, -0.02164, 0.03592]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J22.pk
"[-0.011239999999999997, -0.041679999999999995, 0.034960000000000005, -0.021020000000000004, -0.005379999999999999]","[-0.012759999999999999, -0.02804, 0.01676, -0.02084, -0.0033999999999999994]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J23.pk
"[-0.012059999999999998, 0.002219999999999997, -0.004600000000000002, 0.013360000000000002, 0.0014400000000000003]","[-0.014119999999999999, -0.005920000000000001, -0.014360000000000001, 0.0054800000000000005, -0.007519999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J24.pk
"[0.028360000000000003, 0.00938, 0.014440000000000001, 0.012240000000000001, 1.734723475976807e-18]","[0.014400000000000001, -0.0033599999999999993, 0.0024400000000000003, 0.0016800000000000003, -0.0082]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J25.pk
"[-0.11522000000000002, -0.17674, -0.04436000000000001, -0.06439999999999999, -0.06782000000000002]","[-0.09412000000000001, -0.12784, -0.047040000000000005, -0.045799999999999993, -0.04932000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J26.pk
"[-0.010299999999999997, 0.00902, -0.011120000000000001, -0.028640000000000002, 0.005740000000000001]","[-0.013119999999999998, -0.00228, -0.0142, -0.02416, -0.004559999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J27.pk
"[0.008820000000000001, 0.00434, -0.008020000000000001, -0.026880000000000005, -0.0264]","[-0.0018799999999999997, 0.00204, -0.01064, -0.024960000000000003, -0.0218]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J28.pk
"[-0.42416, -0.3038599999999999, -0.31858, -0.36482000000000003, -0.4187400000000001]","[-0.31272, -0.23099999999999996, -0.21692, -0.27332, -0.32056000000000007]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J29.pk
"[-0.0086, -0.0007000000000000001, 0.011940000000000001, 0.01846, -0.010719999999999999]","[-0.00964, -0.00492, 0.0033600000000000006, 0.00488, -0.01164]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J30.pk
"[0.022279999999999994, -0.03468, -0.029019999999999997, -0.029999999999999995, -0.09825999999999999]","[0.020039999999999995, -0.03272, -0.02848, -0.03308, -0.07708]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J31.pk
"[-0.37904000000000004, -0.36378, -0.28340000000000004, -0.30252, -0.35368]","[-0.27344, -0.25832, -0.19512000000000002, -0.23752, -0.23096]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J32.pk
"[0.035359999999999996, 0.01128, -0.009159999999999998, -0.006940000000000002, -0.01916]","[0.021519999999999997, 0.00392, -0.012879999999999997, -0.011120000000000001, -0.02016]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J33.pk
"[-0.014700000000000001, -0.04396, -0.0266, -0.029000000000000005, 0.015460000000000003]","[-0.019200000000000002, -0.0376, -0.01908, -0.026600000000000002, 0.006480000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J34.pk
"[0.0088, 0.003060000000000001, -0.0005999999999999981, -0.009460000000000001, -0.012119999999999999]","[0.0038400000000000005, 0.000600000000000001, -0.006239999999999999, -0.007760000000000001, -0.01176]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J35.pk
"[0.017939999999999998, -0.01092, -0.03202, 0.046439999999999995, 0.005939999999999999]","[0.010559999999999998, -0.01384, -0.02892, 0.036719999999999996, -0.0010000000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J36.pk
"[-0.32442, -0.17676, -0.18072, -0.2733, -0.33321999999999996]","[-0.26608, -0.1404, -0.14448, -0.22763999999999998, -0.25576]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J37.pk
"[-0.008979999999999997, -0.014839999999999999, 0.0038599999999999997, -0.0008599999999999988, 0.01022]","[-0.010879999999999997, -0.013519999999999999, 0.0002799999999999997, -0.00552, 0.0050799999999999994]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J38.pk
"[-0.007560000000000001, 0.0235, -0.00526, -0.033260000000000005, 0.01048]","[-0.00456, 0.01024, -0.005039999999999999, -0.028960000000000003, -0.001200000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J39.pk
"[-0.20121999999999995, -0.14536, -0.31938, -0.1305, -0.14894000000000002]","[-0.16443999999999998, -0.0964, -0.2306, -0.10804, -0.12012]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J40.pk
"[0.014040000000000002, 0.01286, 0.0017799999999999977, 0.010179999999999998, -0.0077800000000000005]","[0.003520000000000001, 0.0016399999999999997, -0.0045200000000000014, 0.0037199999999999985, -0.008]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J41.pk
"[-0.4065399999999999, -0.43002000000000007, -0.37754000000000004, -0.41093999999999997, -0.53494]","[-0.2988799999999999, -0.30836, -0.28848, -0.30544, -0.38703999999999994]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J42.pk
"[-0.01352, -0.010080000000000002, 0.015, 0.0013599999999999992, 0.009339999999999998]","[-0.01444, -0.012640000000000002, 0.008799999999999999, -0.0038400000000000005, 0.0003600000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J43.pk
"[0.008, -0.05205999999999999, -0.04558, -0.046380000000000005, 0.04986]","[0.006920000000000001, -0.043239999999999994, -0.04424, -0.04564, 0.0368]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J44.pk
"[0.0035399999999999997, -0.007439999999999999, -0.0024599999999999995, 0.003959999999999999, 0.0009000000000000006]","[-0.004399999999999999, -0.009, -0.007639999999999999, -0.00492, -0.0064]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J45.pk
"[0.010719999999999999, 0.04136, 0.006159999999999995, 0.03915999999999999, 0.06166]","[0.008079999999999999, 0.01744, 0.005159999999999996, 0.022559999999999997, 0.0402]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J46.pk
"[-0.005300000000000001, -0.019119999999999998, 0.010539999999999999, -0.0245, -0.006259999999999999]","[-0.00896, -0.01944, 0.00284, -0.0196, -0.008879999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J47.pk
"[0.006879999999999999, 0.0233, 0.0026399999999999974, 0.007479999999999999, 0.0011200000000000003]","[-0.0017200000000000006, 0.00844, -0.002080000000000001, -0.0013600000000000014, -0.00592]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J48.pk
"[0.04776, 0.006939999999999998, 0.004120000000000004, -0.06583999999999998, -0.09361999999999998]","[0.01952, -0.0074800000000000005, 0.006120000000000003, -0.06695999999999999, -0.08059999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_08_J49.pk
"[0.02854, -0.04828, -0.009879999999999995, 0.0036199999999999956, -0.18048]","[0.00808, -0.0242, 0.004800000000000004, 0.0003999999999999976, -0.15736]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J00.pk
"[-0.009040000000000001, 0.00456, -0.0186, -0.02928, -0.015160000000000003]","[-0.008320000000000001, -0.0007199999999999998, -0.020359999999999996, -0.01956, -0.012120000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J01.pk
"[-0.0012400000000000007, -0.025959999999999997, -0.03914, -0.01874, 0.0048]","[-0.005520000000000001, -0.01876, -0.03232, -0.014879999999999999, -0.00043999999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J02.pk
"[-0.013500000000000002, 0.011620000000000002, -0.019360000000000002, -0.015139999999999997, -0.008979999999999998]","[-0.011280000000000002, 0.0051600000000000005, -0.01552, -0.01568, -0.010119999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J03.pk
"[0.13935999999999998, 0.05877999999999999, 0.21889999999999998, 0.22058, 0.18247999999999998]","[0.09591999999999999, 0.041639999999999996, 0.16247999999999999, 0.15436, 0.13512]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J04.pk
"[0.03208, 0.07508, 0.08168, 0.17400000000000002, 0.09208000000000001]","[0.02036, 0.05776, 0.07528, 0.12272000000000001, 0.06588000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J05.pk
"[0.54814, 0.5156000000000001, 0.5138799999999999, 0.5528599999999999, 0.5518]","[0.41091999999999995, 0.37528, 0.39259999999999995, 0.40115999999999996, 0.40284]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J06.pk
"[-0.0125, -0.023500000000000004, -0.026300000000000004, -0.011880000000000002, -0.0303]","[-0.01132, -0.021, -0.02152, -0.012320000000000001, -0.0244]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J07.pk
"[-0.00908, -0.02852, -0.030440000000000002, -0.030079999999999996, -0.02396]","[-0.00756, -0.02036, -0.024480000000000002, -0.021799999999999996, -0.01928]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J08.pk
"[-0.025259999999999998, -0.013139999999999999, -0.00764, -0.019780000000000006, 0.00146]","[-0.01884, -0.01252, -0.00912, -0.016360000000000003, -0.0030399999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J09.pk
"[0.6267800000000001, 0.5816600000000001, 0.71402, 0.7029799999999999, 0.7245200000000002]","[0.41424000000000005, 0.43124, 0.49508, 0.499, 0.5244000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J10.pk
"[-0.0012399999999999993, 0.009439999999999999, -0.01588, 0.012819999999999998, 0.00234]","[-0.0042, 0.005759999999999999, -0.0132, 0.007479999999999999, -0.0015199999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J11.pk
"[0.013079999999999998, -0.013119999999999998, -0.019079999999999996, -0.01122, -0.009319999999999998]","[0.00416, -0.01492, -0.01732, -0.0154, -0.007719999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J12.pk
"[0.12226000000000001, 0.06523999999999999, 0.0017600000000000016, -0.0097, 0.02282]","[0.09204000000000001, 0.05588, 0.004520000000000001, -0.015479999999999999, 0.014960000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J13.pk
"[0.17306, 0.09332, 0.06168000000000001, 0.0963, 0.12556]","[0.13168, 0.07224, 0.054000000000000006, 0.0712, 0.09172]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J14.pk
"[0.09354, 0.09764, 0.05058000000000001, 0.07564, 0.07506000000000002]","[0.06576, 0.0648, 0.021360000000000004, 0.04836, 0.045520000000000005]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J15.pk
"[-0.010080000000000002, 0.013579999999999998, 0.005719999999999998, 0.012279999999999996, -0.056260000000000004]","[-0.008320000000000001, 0.00716, -0.00412, 0.009359999999999997, -0.03468]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J16.pk
"[-0.015520000000000003, -0.010520000000000002, -0.007679999999999999, 0.0006600000000000017, 0.0038000000000000017]","[-0.012680000000000002, -0.01144, -0.00784, -0.005399999999999999, -0.00031999999999999943]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J17.pk
"[-0.016019999999999996, -0.03774, -0.006959999999999999, -0.0020799999999999976, -0.01168]","[-0.015239999999999998, -0.030520000000000002, -0.006319999999999999, -0.006959999999999999, -0.00964]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J18.pk
"[-0.015120000000000001, 0.01716, 0.046079999999999996, -0.011639999999999998, -0.047939999999999997]","[-0.01016, 0.01908, 0.02964, -0.006719999999999999, -0.029199999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J19.pk
"[-0.010759999999999999, -0.023180000000000003, -0.0011000000000000003, -0.02892, -0.009979999999999998]","[-0.009359999999999999, -0.018000000000000002, -0.00464, -0.02092, -0.010759999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J20.pk
"[0.28787999999999997, 0.12941999999999998, 0.20354, 0.10441999999999999, 0.15952]","[0.22555999999999998, 0.087, 0.13512, 0.08371999999999999, 0.10776]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J21.pk
"[0.0015199999999999997, -0.00998, -0.02018, 0.056940000000000004, 0.02334]","[0.00456, -0.00984, -0.01704, 0.04172, 0.01732]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J22.pk
"[-0.013259999999999997, 0.021379999999999996, -0.017159999999999998, 0.045380000000000004, 0.009460000000000001]","[-0.012039999999999999, 0.007639999999999999, -0.013879999999999998, 0.02792, 0.006960000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J23.pk
"[-0.016220000000000002, -0.028100000000000003, -0.0238, 0.02524, 0.0029400000000000003]","[-0.01416, -0.021400000000000002, -0.01692, 0.01596, -0.00023999999999999992]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J24.pk
"[-0.024599999999999997, -0.02484, -0.01976, -0.01754, -0.030039999999999997]","[-0.0226, -0.022920000000000003, -0.01308, -0.00732, -0.02368]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J25.pk
"[0.053279999999999994, 0.05722, 0.06172, -0.03888, 0.022940000000000002]","[0.03496, 0.04172, 0.04224, -0.02016, 0.02128]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J26.pk
"[0.003499999999999999, 0.022520000000000005, -0.01512, -0.0267, 0.006639999999999998]","[3.999999999999976e-05, 0.016120000000000002, -0.01512, -0.02384, -0.00144]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J27.pk
"[-0.028199999999999996, -0.034659999999999996, -0.02353999999999999, -0.01806, 0.00368]","[-0.025759999999999998, -0.029679999999999995, -0.021719999999999996, -0.01744, 0.0032000000000000006]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J28.pk
"[0.6475399999999999, 0.70242, 0.51616, 0.5711799999999999, 0.72768]","[0.46907999999999994, 0.50292, 0.38499999999999995, 0.42611999999999994, 0.51856]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J29.pk
"[-0.020120000000000002, -0.02142, -0.0009200000000000011, -0.012599999999999998, 0.0247]","[-0.015200000000000002, -0.01924, -0.002760000000000001, -0.011959999999999998, 0.012759999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J30.pk
"[0.20098, 0.11524000000000001, 0.08434, 0.04590000000000004, 0.09218000000000001]","[0.155, 0.08532000000000001, 0.05932, 0.05416000000000002, 0.06920000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J31.pk
"[0.5177, 0.5724400000000001, 0.58446, 0.44809999999999994, 0.46382]","[0.379, 0.40868000000000004, 0.43655999999999995, 0.3132, 0.31848]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J32.pk
"[-0.02846, -0.024560000000000002, -0.03046, -0.01874, -0.00204]","[-0.02608, -0.02296, -0.02196, -0.01812, -0.00536]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J33.pk
"[-0.005219999999999999, -0.01928, -0.01948, -0.01486, 0.003040000000000001]","[-0.00796, -0.01756, -0.01608, -0.01568, -0.001359999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J34.pk
"[-0.0184, -0.02486, 0.00038000000000000056, 0.00476, -0.013940000000000001]","[-0.01712, -0.02164, -0.0034399999999999995, 0.0005999999999999998, -0.01124]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J35.pk
"[0.0039, -0.02936, -0.08374000000000001, -0.010820000000000003, 0.003060000000000001]","[0.00208, -0.0262, -0.06428, -0.013120000000000001, 0.0020800000000000007]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J36.pk
"[0.28452, 0.3027, 0.32698, 0.39842, 0.38264000000000004]","[0.20728, 0.21080000000000002, 0.23796, 0.28328, 0.26972]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J37.pk
"[-0.010559999999999996, -0.0020799999999999994, -0.012119999999999999, -0.02714, -0.00364]","[-0.012519999999999998, -0.0050799999999999994, -0.01232, -0.02196, -0.00596]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J38.pk
"[0.01864, -0.026819999999999997, 0.0020400000000000027, 0.016059999999999998, -0.0144]","[0.008400000000000001, -0.02028, -0.0043999999999999985, 0.0067599999999999995, -0.01424]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J39.pk
"[0.30169999999999997, 0.32614000000000004, 0.19278, 0.14350000000000002, 0.21161999999999997]","[0.21791999999999997, 0.22560000000000002, 0.13996, 0.11684000000000001, 0.16115999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J40.pk
"[-0.00754, -0.014379999999999997, -0.009999999999999998, -0.003239999999999999, -0.027800000000000005]","[-0.012, -0.012079999999999999, -0.00968, -0.0032799999999999995, -0.022160000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J41.pk
"[0.53904, 0.7679199999999999, 0.51206, 0.7155600000000001, 0.7021599999999999]","[0.39215999999999995, 0.56124, 0.37084, 0.52668, 0.5243599999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J42.pk
"[-0.0175, -0.011539999999999998, -0.025699999999999997, -0.012679999999999999, 0.0014800000000000015]","[-0.014360000000000001, -0.007519999999999999, -0.02456, -0.010839999999999999, -0.001879999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J43.pk
"[0.0221, 0.044539999999999996, 0.01738, 0.06886, -0.0011199999999999995]","[0.02144, 0.023399999999999997, 0.007800000000000001, 0.053680000000000005, -0.0098]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J44.pk
"[-0.048240000000000005, -0.01196, -0.023599999999999996, 0.0011399999999999995, -0.03338]","[-0.03216, -0.01044, -0.019639999999999998, -0.00356, -0.02432]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J45.pk
"[0.03146, 0.01042, -0.0001400000000000008, 0.00782, -0.009460000000000003]","[0.01376, 0.0033599999999999997, -0.00388, 0.00844, -0.007760000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J46.pk
"[-0.0177, -0.004779999999999998, -0.0006599999999999996, 0.003879999999999999, 0.0058600000000000015]","[-0.0132, -0.005519999999999999, -0.0021599999999999996, -0.00172, 4.000000000000115e-05]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J47.pk
"[-0.0228, 0.026299999999999997, 0.0005400000000000014, -0.033479999999999996, -0.00512]","[-0.02116, 0.01224, -0.003959999999999999, -0.023159999999999997, -0.00408]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J48.pk
"[0.052099999999999994, -0.009179999999999999, -0.08850000000000001, 0.07511999999999999, 0.12205999999999997]","[0.03176, -0.01432, -0.057920000000000006, 0.0516, 0.08715999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_09_J49.pk
"[-0.8138399999999997, -0.8328, -0.7813599999999999, -0.7706600000000001, -0.7923000000000002]","[-0.5946399999999998, -0.59772, -0.55792, -0.54812, -0.5718400000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J00.pk
"[0.01728, 0.01622, -0.0027600000000000046, 0.007319999999999998, 0.01092]","[0.01032, 0.00796, -0.004080000000000003, 0.006279999999999999, 0.0020800000000000007]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J01.pk
"[-0.002300000000000001, -0.014700000000000001, -0.0233, -0.007219999999999999, 0.0016400000000000006]","[-0.0072, -0.013120000000000001, -0.01592, -0.006559999999999999, -0.0011999999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J02.pk
"[0.0043, -0.006859999999999997, 0.012039999999999999, -0.006, -0.019360000000000002]","[-0.0016399999999999997, -0.012079999999999999, 0.00448, -0.00944, -0.020040000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J03.pk
"[-0.08032, -0.188, -0.05102000000000001, 0.0007199999999999989, 0.006619999999999998]","[-0.062360000000000006, -0.13712, -0.05172000000000001, 0.0021199999999999995, -0.0064]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J04.pk
"[-0.19711999999999996, -0.09314, -0.04255999999999999, -0.13564, -0.08938000000000001]","[-0.13611999999999996, -0.07856, -0.033159999999999995, -0.09764, -0.08220000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J05.pk
"[-0.10372, -0.13528, -0.19992, -0.29926, -0.17948]","[-0.06772, -0.09128, -0.13956, -0.21672000000000002, -0.12156]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J06.pk
